Order ID,Product Category,Product, Sales ,Quantity,Discount, Profit , Shipping Cost 
HF-2015-8850,Home & Furniture,Sofa Covers, $216.0 ,2,0.02, $127.4 , $12.7 
HF-2015-8851,Home & Furniture,Bed Sheets, $211.0 ,3,0.02, $118.3 , $11.8 
HF-2015-8852,Home & Furniture,Curtains, $34.0 ,1,0.04, $34.0 , $3.4 
HF-2015-8853,Home & Furniture,Towels, $228.0 ,2,0.03, $134.3 , $13.4 
HF-2015-8854,Home & Furniture,Sofas, $67.0 ,5,0.02, $13.4 , $1.3 
HF-2015-8855,Home & Furniture,Beds, $78.0 ,2,0.01, $39.0 , $3.9 
HF-2015-8856,Home & Furniture,Dinning Tables, $119.0 ,4,0.03, $24.7 , $2.5 
HF-2015-8857,Home & Furniture,Shoe Rack, $124.0 ,2,0.02, $39.0 , $3.9 
HF-2015-8858,Home & Furniture,Umbrellas, $70.0 ,4,0.01, $17.5 , $1.8 
HF-2015-8859,Home & Furniture,Dinner Crockery, $133.0 ,5,0.04, $26.4 , $2.6 
HF-2015-8860,Home & Furniture,Sofa Covers, $216.0 ,1,0.05, $125.2 , $12.5 
HF-2015-8861,Home & Furniture,Bed Sheets, $211.0 ,3,0.04, $105.7 , $10.6 
HF-2015-8862,Home & Furniture,Curtains, $34.0 ,2,0.04, $17.0 , $1.7 
HF-2015-8863,Home & Furniture,Towels, $228.0 ,1,0.01, $145.7 , $14.6 
HF-2015-8864,Home & Furniture,Sofas, $67.0 ,4,0.01, $16.8 , $1.7 
HF-2015-8865,Home & Furniture,Beds, $78.0 ,1,0.02, $78.0 , $7.8 
HF-2015-8866,Home & Furniture,Dinning Tables, $119.0 ,1,0.04, $34.2 , $3.4 
HF-2015-8867,Home & Furniture,Shoe Rack, $124.0 ,1,0.03, $40.3 , $4.0 
HF-2015-8868,Home & Furniture,Umbrellas, $70.0 ,2,0.01, $35.0 , $3.5 
HF-2015-8869,Home & Furniture,Dinner Crockery, $133.0 ,5,0.03, $33.1 , $3.3 
HF-2015-8870,Home & Furniture,Sofa Covers, $216.0 ,1,0.01, $133.8 , $13.4 
HF-2015-8871,Home & Furniture,Bed Sheets, $211.0 ,3,0.03, $112.0 , $11.2 
HF-2015-8872,Home & Furniture,Curtains, $34.0 ,5,0.03, $6.8 , $0.7 
HF-2015-8873,Home & Furniture,Towels, $228.0 ,3,0.03, $127.5 , $12.7 
HF-2015-8874,Home & Furniture,Sofas, $67.0 ,5,0.01, $13.4 , $1.3 
HF-2015-8875,Home & Furniture,Beds, $78.0 ,3,0.04, $26.0 , $2.6 
HF-2015-8876,Home & Furniture,Dinning Tables, $119.0 ,5,0.01, $33.1 , $3.3 
HF-2015-8877,Home & Furniture,Shoe Rack, $124.0 ,3,0.04, $29.1 , $2.9 
HF-2015-8878,Home & Furniture,Umbrellas, $70.0 ,4,0.02, $17.5 , $1.8 
HF-2015-8879,Home & Furniture,Dinner Crockery, $133.0 ,3,0.02, $45.0 , $4.5 
HF-2015-8880,Home & Furniture,Sofa Covers, $216.0 ,2,0.01, $131.7 , $13.2 
HF-2015-8881,Home & Furniture,Bed Sheets, $211.0 ,1,0.05, $120.5 , $12.0 
HF-2015-8882,Home & Furniture,Curtains, $34.0 ,2,0.02, $17.0 , $1.7 
HF-2015-8883,Home & Furniture,Towels, $228.0 ,5,0.01, $136.6 , $13.7 
HF-2015-8884,Home & Furniture,Sofas, $67.0 ,3,0.02, $22.3 , $2.2 
HF-2015-8885,Home & Furniture,Beds, $78.0 ,5,0.05, $15.6 , $1.6 
HF-2015-8886,Home & Furniture,Dinning Tables, $119.0 ,2,0.05, $27.1 , $2.7 
HF-2015-8887,Home & Furniture,Shoe Rack, $124.0 ,4,0.02, $34.1 , $3.4 
HF-2015-8888,Home & Furniture,Umbrellas, $70.0 ,5,0.02, $14.0 , $1.4 
HF-2015-8889,Home & Furniture,Dinner Crockery, $133.0 ,3,0.02, $45.0 , $4.5 
HF-2015-8890,Home & Furniture,Sofa Covers, $216.0 ,3,0.01, $129.5 , $13.0 
HF-2015-8891,Home & Furniture,Bed Sheets, $211.0 ,5,0.02, $109.9 , $11.0 
HF-2015-8892,Home & Furniture,Curtains, $34.0 ,4,0.05, $8.5 , $0.9 
HF-2015-8893,Home & Furniture,Towels, $228.0 ,2,0.05, $125.2 , $12.5 
HF-2015-8894,Home & Furniture,Sofas, $67.0 ,5,0.03, $13.4 , $1.3 
HF-2015-8895,Home & Furniture,Beds, $78.0 ,3,0.02, $26.0 , $2.6 
HF-2015-8896,Home & Furniture,Dinning Tables, $119.0 ,1,0.03, $35.4 , $3.5 
HF-2015-8897,Home & Furniture,Shoe Rack, $124.0 ,3,0.03, $32.8 , $3.3 
HF-2015-8898,Home & Furniture,Umbrellas, $70.0 ,5,0.05, $14.0 , $1.4 
HF-2015-8899,Home & Furniture,Dinner Crockery, $133.0 ,4,0.03, $37.0 , $3.7 
HF-2015-8900,Home & Furniture,Sofa Covers, $216.0 ,2,0.02, $127.4 , $12.7 
HF-2015-8901,Home & Furniture,Bed Sheets, $211.0 ,4,0.01, $122.6 , $12.3 
HF-2015-8902,Home & Furniture,Curtains, $34.0 ,1,0.04, $34.0 , $3.4 
HF-2015-8903,Home & Furniture,Towels, $228.0 ,3,0.05, $113.8 , $11.4 
HF-2015-8904,Home & Furniture,Sofas, $67.0 ,1,0.03, $67.0 , $6.7 
HF-2015-8905,Home & Furniture,Beds, $78.0 ,5,0.04, $15.6 , $1.6 
HF-2015-8906,Home & Furniture,Dinning Tables, $119.0 ,5,0.02, $27.1 , $2.7 
HF-2015-8907,Home & Furniture,Shoe Rack, $124.0 ,2,0.01, $41.5 , $4.2 
HF-2015-8908,Home & Furniture,Umbrellas, $70.0 ,3,0.05, $23.3 , $2.3 
HF-2015-8909,Home & Furniture,Dinner Crockery, $133.0 ,2,0.05, $39.7 , $4.0 
HF-2015-8910,Home & Furniture,Sofa Covers, $216.0 ,1,0.03, $129.5 , $13.0 
HF-2015-8911,Home & Furniture,Bed Sheets, $211.0 ,1,0.05, $120.5 , $12.0 
HF-2015-8912,Home & Furniture,Curtains, $34.0 ,3,0.04, $11.3 , $1.1 
HF-2015-8913,Home & Furniture,Towels, $228.0 ,1,0.02, $143.4 , $14.3 
HF-2015-8914,Home & Furniture,Sofas, $67.0 ,4,0.04, $16.8 , $1.7 
HF-2015-8915,Home & Furniture,Beds, $78.0 ,2,0.02, $39.0 , $3.9 
HF-2015-8916,Home & Furniture,Dinning Tables, $119.0 ,1,0.02, $36.6 , $3.7 
HF-2015-8917,Home & Furniture,Shoe Rack, $124.0 ,4,0.03, $29.1 , $2.9 
HF-2015-8918,Home & Furniture,Umbrellas, $70.0 ,3,0.05, $23.3 , $2.3 
HF-2015-8919,Home & Furniture,Dinner Crockery, $133.0 ,3,0.03, $41.0 , $4.1 
HF-2015-8920,Home & Furniture,Sofa Covers, $216.0 ,2,0.03, $123.0 , $12.3 
HF-2015-8921,Home & Furniture,Bed Sheets, $211.0 ,3,0.05, $99.4 , $9.9 
HF-2015-8922,Home & Furniture,Curtains, $34.0 ,2,0.05, $17.0 , $1.7 
HF-2015-8923,Home & Furniture,Towels, $228.0 ,3,0.02, $134.3 , $13.4 
HF-2015-8924,Home & Furniture,Sofas, $67.0 ,3,0.03, $22.3 , $2.2 
HF-2015-8925,Home & Furniture,Beds, $78.0 ,1,0.03, $78.0 , $7.8 
HF-2015-8926,Home & Furniture,Dinning Tables, $119.0 ,1,0.05, $33.1 , $3.3 
HF-2015-8927,Home & Furniture,Shoe Rack, $124.0 ,5,0.02, $31.6 , $3.2 
HF-2015-8928,Home & Furniture,Umbrellas, $70.0 ,1,0.04, $70.0 , $7.0 
HF-2015-8929,Home & Furniture,Dinner Crockery, $133.0 ,3,0.01, $49.0 , $4.9 
HF-2015-8930,Home & Furniture,Sofa Covers, $216.0 ,3,0.01, $129.5 , $13.0 
HF-2015-8931,Home & Furniture,Bed Sheets, $211.0 ,3,0.01, $124.7 , $12.5 
HF-2015-8932,Home & Furniture,Curtains, $34.0 ,1,0.01, $34.0 , $3.4 
HF-2015-8933,Home & Furniture,Towels, $228.0 ,4,0.05, $102.4 , $10.2 
HF-2015-8934,Home & Furniture,Sofas, $67.0 ,4,0.01, $16.8 , $1.7 
HF-2015-8935,Home & Furniture,Beds, $78.0 ,2,0.04, $39.0 , $3.9 
HF-2015-8936,Home & Furniture,Dinning Tables, $119.0 ,2,0.03, $31.9 , $3.2 
HF-2015-8937,Home & Furniture,Shoe Rack, $124.0 ,3,0.02, $36.6 , $3.7 
HF-2015-8938,Home & Furniture,Umbrellas, $70.0 ,2,0.03, $35.0 , $3.5 
HF-2015-8939,Home & Furniture,Dinner Crockery, $133.0 ,2,0.04, $42.4 , $4.2 
HF-2015-8940,Home & Furniture,Sofa Covers, $216.0 ,2,0.04, $118.7 , $11.9 
HF-2015-8941,Home & Furniture,Bed Sheets, $211.0 ,3,0.02, $118.3 , $11.8 
HF-2015-8942,Home & Furniture,Curtains, $34.0 ,1,0.01, $34.0 , $3.4 
HF-2015-8943,Home & Furniture,Towels, $228.0 ,4,0.02, $129.8 , $13.0 
HF-2015-8944,Home & Furniture,Sofas, $67.0 ,3,0.03, $22.3 , $2.2 
HF-2015-8945,Home & Furniture,Beds, $78.0 ,2,0.03, $39.0 , $3.9 
HF-2015-8946,Home & Furniture,Dinning Tables, $119.0 ,3,0.02, $31.9 , $3.2 
HF-2015-8947,Home & Furniture,Shoe Rack, $124.0 ,5,0.04, $19.2 , $1.9 
HF-2015-8948,Home & Furniture,Umbrellas, $70.0 ,1,0.04, $70.0 , $7.0 
HF-2015-8949,Home & Furniture,Dinner Crockery, $133.0 ,5,0.02, $39.7 , $4.0 
HF-2015-8950,Home & Furniture,Sofa Covers, $216.0 ,4,0.02, $118.7 , $11.9 
HF-2015-8951,Home & Furniture,Bed Sheets, $211.0 ,1,0.05, $120.5 , $12.0 
HF-2015-8952,Home & Furniture,Curtains, $34.0 ,5,0.04, $6.8 , $0.7 
HF-2015-8953,Home & Furniture,Towels, $228.0 ,2,0.01, $143.4 , $14.3 
HF-2015-8954,Home & Furniture,Sofas, $67.0 ,3,0.05, $22.3 , $2.2 
HF-2015-8955,Home & Furniture,Beds, $78.0 ,1,0.01, $78.0 , $7.8 
HF-2015-8956,Home & Furniture,Dinning Tables, $119.0 ,5,0.04, $15.2 , $1.5 
HF-2015-8957,Home & Furniture,Shoe Rack, $124.0 ,4,0.05, $19.2 , $1.9 
HF-2015-8958,Home & Furniture,Umbrellas, $70.0 ,3,0.04, $23.3 , $2.3 
HF-2015-8959,Home & Furniture,Dinner Crockery, $133.0 ,3,0.01, $49.0 , $4.9 
HF-2015-8960,Home & Furniture,Sofa Covers, $216.0 ,2,0.03, $123.0 , $12.3 
HF-2015-8961,Home & Furniture,Bed Sheets, $211.0 ,2,0.01, $126.8 , $12.7 
HF-2015-8962,Home & Furniture,Curtains, $34.0 ,2,0.05, $17.0 , $1.7 
HF-2015-8963,Home & Furniture,Towels, $228.0 ,5,0.02, $125.2 , $12.5 
HF-2015-8964,Home & Furniture,Sofas, $67.0 ,4,0.05, $16.8 , $1.7 
HF-2015-8965,Home & Furniture,Beds, $78.0 ,1,0.03, $78.0 , $7.8 
HF-2015-8966,Home & Furniture,Dinning Tables, $119.0 ,5,0.01, $33.1 , $3.3 
HF-2015-8967,Home & Furniture,Shoe Rack, $124.0 ,2,0.02, $39.0 , $3.9 
HF-2015-8968,Home & Furniture,Umbrellas, $70.0 ,1,0.05, $70.0 , $7.0 
HF-2015-8969,Home & Furniture,Dinner Crockery, $133.0 ,4,0.01, $47.7 , $4.8 
HF-2015-8970,Home & Furniture,Sofa Covers, $216.0 ,3,0.05, $103.6 , $10.4 
HF-2015-8971,Home & Furniture,Bed Sheets, $211.0 ,4,0.04, $97.2 , $9.7 
HF-2015-8972,Home & Furniture,Curtains, $34.0 ,4,0.01, $8.5 , $0.9 
HF-2015-8973,Home & Furniture,Towels, $228.0 ,2,0.05, $125.2 , $12.5 
HF-2015-8974,Home & Furniture,Sofas, $67.0 ,2,0.03, $33.5 , $3.4 
HF-2015-8975,Home & Furniture,Beds, $78.0 ,2,0.04, $39.0 , $3.9 
HF-2015-8976,Home & Furniture,Dinning Tables, $119.0 ,1,0.05, $33.1 , $3.3 
HF-2015-8977,Home & Furniture,Shoe Rack, $124.0 ,3,0.02, $36.6 , $3.7 
HF-2015-8978,Home & Furniture,Umbrellas, $70.0 ,4,0.03, $17.5 , $1.8 
HF-2015-8979,Home & Furniture,Dinner Crockery, $133.0 ,1,0.04, $47.7 , $4.8 
HF-2015-8980,Home & Furniture,Sofa Covers, $216.0 ,5,0.02, $114.4 , $11.4 
HF-2015-8981,Home & Furniture,Bed Sheets, $211.0 ,1,0.05, $120.5 , $12.0 
HF-2015-8982,Home & Furniture,Curtains, $34.0 ,4,0.04, $8.5 , $0.9 
HF-2015-8983,Home & Furniture,Towels, $228.0 ,3,0.04, $120.6 , $12.1 
HF-2015-8984,Home & Furniture,Sofas, $67.0 ,5,0.05, $13.4 , $1.3 
HF-2015-8985,Home & Furniture,Beds, $78.0 ,5,0.05, $15.6 , $1.6 
HF-2015-8986,Home & Furniture,Dinning Tables, $119.0 ,4,0.03, $24.7 , $2.5 
HF-2015-8987,Home & Furniture,Shoe Rack, $124.0 ,1,0.02, $41.5 , $4.2 
HF-2015-8988,Home & Furniture,Umbrellas, $70.0 ,1,0.04, $70.0 , $7.0 
HF-2015-8989,Home & Furniture,Dinner Crockery, $133.0 ,4,0.01, $47.7 , $4.8 
HF-2015-8990,Home & Furniture,Sofa Covers, $216.0 ,3,0.05, $103.6 , $10.4 
HF-2015-8991,Home & Furniture,Bed Sheets, $211.0 ,3,0.05, $99.4 , $9.9 
HF-2015-8992,Home & Furniture,Curtains, $34.0 ,4,0.04, $8.5 , $0.9 
HF-2015-8993,Home & Furniture,Towels, $228.0 ,5,0.01, $136.6 , $13.7 
HF-2015-8994,Home & Furniture,Sofas, $67.0 ,1,0.02, $67.0 , $6.7 
HF-2015-8995,Home & Furniture,Beds, $78.0 ,4,0.02, $19.5 , $2.0 
HF-2015-8996,Home & Furniture,Dinning Tables, $119.0 ,3,0.05, $21.2 , $2.1 
HF-2015-8997,Home & Furniture,Shoe Rack, $124.0 ,4,0.02, $34.1 , $3.4 
HF-2015-8998,Home & Furniture,Umbrellas, $70.0 ,2,0.03, $35.0 , $3.5 
HF-2015-8999,Home & Furniture,Dinner Crockery, $133.0 ,3,0.02, $45.0 , $4.5 
HF-2015-9000,Home & Furniture,Sofa Covers, $216.0 ,5,0.01, $125.2 , $12.5 
HF-2015-9001,Home & Furniture,Bed Sheets, $211.0 ,3,0.03, $112.0 , $11.2 
HF-2015-9002,Home & Furniture,Curtains, $34.0 ,5,0.05, $6.8 , $0.7 
HF-2015-9003,Home & Furniture,Towels, $228.0 ,3,0.04, $120.6 , $12.1 
HF-2015-9004,Home & Furniture,Sofas, $67.0 ,4,0.02, $16.8 , $1.7 
HF-2015-9005,Home & Furniture,Beds, $78.0 ,2,0.01, $39.0 , $3.9 
HF-2015-9006,Home & Furniture,Dinning Tables, $119.0 ,3,0.01, $35.4 , $3.5 
HF-2015-9007,Home & Furniture,Shoe Rack, $124.0 ,3,0.05, $25.4 , $2.5 
HF-2015-9008,Home & Furniture,Umbrellas, $70.0 ,4,0.02, $17.5 , $1.8 
HF-2015-9009,Home & Furniture,Dinner Crockery, $133.0 ,1,0.04, $47.7 , $4.8 
HF-2015-9010,Home & Furniture,Sofa Covers, $216.0 ,3,0.01, $129.5 , $13.0 
HF-2015-9011,Home & Furniture,Bed Sheets, $211.0 ,1,0.04, $122.6 , $12.3 
HF-2015-9012,Home & Furniture,Curtains, $34.0 ,4,0.05, $8.5 , $0.9 
HF-2015-9013,Home & Furniture,Towels, $228.0 ,1,0.05, $136.6 , $13.7 
HF-2015-9014,Home & Furniture,Sofas, $67.0 ,4,0.04, $16.8 , $1.7 
HF-2015-9015,Home & Furniture,Beds, $78.0 ,4,0.04, $19.5 , $2.0 
HF-2015-9016,Home & Furniture,Dinning Tables, $119.0 ,3,0.04, $24.7 , $2.5 
HF-2015-9017,Home & Furniture,Shoe Rack, $124.0 ,2,0.03, $36.6 , $3.7 
HF-2015-9018,Home & Furniture,Umbrellas, $70.0 ,5,0.01, $14.0 , $1.4 
HF-2015-9019,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 
HF-2015-9020,Home & Furniture,Sofa Covers, $216.0 ,4,0.04, $101.4 , $10.1 
HF-2015-9021,Home & Furniture,Bed Sheets, $211.0 ,4,0.04, $97.2 , $9.7 
HF-2015-9022,Home & Furniture,Curtains, $34.0 ,5,0.05, $6.8 , $0.7 
HF-2015-9023,Home & Furniture,Towels, $228.0 ,3,0.04, $120.6 , $12.1 
HF-2015-9024,Home & Furniture,Sofas, $67.0 ,3,0.04, $22.3 , $2.2 
HF-2015-9025,Home & Furniture,Beds, $78.0 ,1,0.02, $78.0 , $7.8 
HF-2015-9026,Home & Furniture,Dinning Tables, $119.0 ,1,0.01, $37.8 , $3.8 
HF-2015-9027,Home & Furniture,Shoe Rack, $124.0 ,1,0.01, $42.8 , $4.3 
HF-2015-9028,Home & Furniture,Umbrellas, $70.0 ,3,0.01, $23.3 , $2.3 
HF-2015-9029,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 
HF-2015-9030,Home & Furniture,Sofa Covers, $216.0 ,1,0.04, $127.4 , $12.7 
HF-2015-9031,Home & Furniture,Bed Sheets, $211.0 ,2,0.04, $114.1 , $11.4 
HF-2015-9032,Home & Furniture,Curtains, $34.0 ,5,0.02, $6.8 , $0.7 
HF-2015-9033,Home & Furniture,Towels, $228.0 ,2,0.01, $143.4 , $14.3 
HF-2015-9034,Home & Furniture,Sofas, $67.0 ,5,0.01, $13.4 , $1.3 
HF-2015-9035,Home & Furniture,Beds, $78.0 ,3,0.04, $26.0 , $2.6 
HF-2015-9036,Home & Furniture,Dinning Tables, $119.0 ,1,0.03, $35.4 , $3.5 
HF-2015-9037,Home & Furniture,Shoe Rack, $124.0 ,1,0.01, $42.8 , $4.3 
HF-2015-9038,Home & Furniture,Umbrellas, $70.0 ,3,0.04, $23.3 , $2.3 
HF-2015-9039,Home & Furniture,Dinner Crockery, $133.0 ,1,0.01, $51.7 , $5.2 
HF-2015-9040,Home & Furniture,Sofa Covers, $216.0 ,5,0.05, $82.0 , $8.2 
HF-2015-9041,Home & Furniture,Bed Sheets, $211.0 ,3,0.05, $99.4 , $9.9 
HF-2015-9042,Home & Furniture,Curtains, $34.0 ,1,0.05, $34.0 , $3.4 
HF-2015-9043,Home & Furniture,Towels, $228.0 ,1,0.04, $138.9 , $13.9 
HF-2015-9044,Home & Furniture,Sofas, $67.0 ,2,0.01, $33.5 , $3.4 
HF-2015-9045,Home & Furniture,Beds, $78.0 ,3,0.04, $26.0 , $2.6 
HF-2015-9046,Home & Furniture,Dinning Tables, $119.0 ,1,0.04, $34.2 , $3.4 
HF-2015-9047,Home & Furniture,Shoe Rack, $124.0 ,2,0.02, $39.0 , $3.9 
HF-2015-9048,Home & Furniture,Umbrellas, $70.0 ,4,0.03, $17.5 , $1.8 
HF-2015-9049,Home & Furniture,Dinner Crockery, $133.0 ,3,0.03, $41.0 , $4.1 
HF-2015-9050,Home & Furniture,Sofa Covers, $216.0 ,5,0.02, $114.4 , $11.4 
HF-2015-9051,Home & Furniture,Bed Sheets, $211.0 ,3,0.03, $112.0 , $11.2 
HF-2015-9052,Home & Furniture,Curtains, $34.0 ,2,0.01, $17.0 , $1.7 
HF-2015-9053,Home & Furniture,Towels, $228.0 ,5,0.03, $113.8 , $11.4 
HF-2015-9054,Home & Furniture,Sofas, $67.0 ,1,0.01, $67.0 , $6.7 
HF-2015-9055,Home & Furniture,Beds, $78.0 ,2,0.03, $39.0 , $3.9 
HF-2015-9056,Home & Furniture,Dinning Tables, $119.0 ,4,0.03, $24.7 , $2.5 
HF-2015-9057,Home & Furniture,Shoe Rack, $124.0 ,3,0.04, $29.1 , $2.9 
HF-2015-9058,Home & Furniture,Umbrellas, $70.0 ,1,0.04, $70.0 , $7.0 
HF-2015-9059,Home & Furniture,Dinner Crockery, $133.0 ,5,0.01, $46.4 , $4.6 
HF-2015-9060,Home & Furniture,Sofa Covers, $216.0 ,1,0.02, $131.7 , $13.2 
HF-2015-9061,Home & Furniture,Bed Sheets, $211.0 ,5,0.01, $120.5 , $12.0 
HF-2015-9062,Home & Furniture,Curtains, $34.0 ,5,0.05, $6.8 , $0.7 
HF-2015-9063,Home & Furniture,Towels, $228.0 ,5,0.05, $91.0 , $9.1 
HF-2015-9064,Home & Furniture,Sofas, $67.0 ,3,0.04, $22.3 , $2.2 
HF-2015-9065,Home & Furniture,Beds, $78.0 ,2,0.05, $39.0 , $3.9 
HF-2015-9066,Home & Furniture,Dinning Tables, $119.0 ,3,0.02, $31.9 , $3.2 
HF-2015-9067,Home & Furniture,Shoe Rack, $124.0 ,5,0.02, $31.6 , $3.2 
HF-2015-9068,Home & Furniture,Umbrellas, $70.0 ,5,0.05, $14.0 , $1.4 
HF-2015-9069,Home & Furniture,Dinner Crockery, $133.0 ,3,0.01, $49.0 , $4.9 
HF-2015-9070,Home & Furniture,Sofa Covers, $216.0 ,2,0.01, $131.7 , $13.2 
HF-2015-9071,Home & Furniture,Bed Sheets, $211.0 ,4,0.04, $97.2 , $9.7 
HF-2015-9072,Home & Furniture,Curtains, $34.0 ,2,0.01, $17.0 , $1.7 
HF-2015-9073,Home & Furniture,Towels, $228.0 ,3,0.03, $127.5 , $12.7 
HF-2015-9074,Home & Furniture,Sofas, $67.0 ,1,0.01, $67.0 , $6.7 
HF-2015-9075,Home & Furniture,Beds, $78.0 ,3,0.03, $26.0 , $2.6 
HF-2015-9076,Home & Furniture,Dinning Tables, $119.0 ,5,0.01, $33.1 , $3.3 
HF-2015-9077,Home & Furniture,Shoe Rack, $124.0 ,4,0.03, $29.1 , $2.9 
HF-2015-9078,Home & Furniture,Umbrellas, $70.0 ,4,0.03, $17.5 , $1.8 
HF-2015-9079,Home & Furniture,Dinner Crockery, $133.0 ,5,0.05, $19.8 , $2.0 
HF-2015-9080,Home & Furniture,Sofa Covers, $216.0 ,4,0.03, $110.1 , $11.0 
HF-2015-9081,Home & Furniture,Bed Sheets, $211.0 ,1,0.03, $124.7 , $12.5 
HF-2015-9082,Home & Furniture,Curtains, $34.0 ,2,0.03, $17.0 , $1.7 
HF-2015-9083,Home & Furniture,Towels, $228.0 ,4,0.05, $102.4 , $10.2 
HF-2015-9084,Home & Furniture,Sofas, $67.0 ,4,0.02, $16.8 , $1.7 
HF-2015-9085,Home & Furniture,Beds, $78.0 ,2,0.03, $39.0 , $3.9 
HF-2015-9086,Home & Furniture,Dinning Tables, $119.0 ,5,0.04, $15.2 , $1.5 
HF-2015-9087,Home & Furniture,Shoe Rack, $124.0 ,4,0.03, $29.1 , $2.9 
HF-2015-9088,Home & Furniture,Umbrellas, $70.0 ,2,0.01, $35.0 , $3.5 
HF-2015-9089,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 
HF-2015-9090,Home & Furniture,Sofa Covers, $216.0 ,5,0.05, $82.0 , $8.2 
HF-2015-9091,Home & Furniture,Bed Sheets, $211.0 ,1,0.01, $128.9 , $12.9 
HF-2015-9092,Home & Furniture,Curtains, $34.0 ,4,0.01, $8.5 , $0.9 
HF-2015-9093,Home & Furniture,Towels, $228.0 ,5,0.05, $91.0 , $9.1 
HF-2015-9094,Home & Furniture,Sofas, $67.0 ,4,0.01, $16.8 , $1.7 
HF-2015-9095,Home & Furniture,Beds, $78.0 ,4,0.05, $19.5 , $2.0 
HF-2015-9096,Home & Furniture,Dinning Tables, $119.0 ,5,0.05, $9.3 , $0.9 
HF-2015-9097,Home & Furniture,Shoe Rack, $124.0 ,2,0.04, $34.1 , $3.4 
HF-2015-9098,Home & Furniture,Umbrellas, $70.0 ,1,0.02, $70.0 , $7.0 
HF-2015-9099,Home & Furniture,Dinner Crockery, $133.0 ,3,0.02, $45.0 , $4.5 
HF-2015-9100,Home & Furniture,Sofa Covers, $216.0 ,4,0.02, $118.7 , $11.9 
HF-2015-9101,Home & Furniture,Bed Sheets, $211.0 ,2,0.03, $118.3 , $11.8 
HF-2015-9102,Home & Furniture,Curtains, $34.0 ,2,0.01, $17.0 , $1.7 
HF-2015-9103,Home & Furniture,Towels, $228.0 ,5,0.02, $125.2 , $12.5 
HF-2015-9104,Home & Furniture,Sofas, $67.0 ,5,0.03, $13.4 , $1.3 
HF-2015-9105,Home & Furniture,Beds, $78.0 ,1,0.05, $78.0 , $7.8 
HF-2015-9106,Home & Furniture,Dinning Tables, $119.0 ,2,0.02, $34.2 , $3.4 
HF-2015-9107,Home & Furniture,Shoe Rack, $124.0 ,1,0.04, $39.0 , $3.9 
HF-2015-9108,Home & Furniture,Umbrellas, $70.0 ,2,0.01, $35.0 , $3.5 
HF-2015-9109,Home & Furniture,Dinner Crockery, $133.0 ,3,0.03, $41.0 , $4.1 
HF-2015-9110,Home & Furniture,Sofa Covers, $216.0 ,1,0.05, $125.2 , $12.5 
HF-2015-9111,Home & Furniture,Bed Sheets, $211.0 ,3,0.05, $99.4 , $9.9 
HF-2015-9112,Home & Furniture,Curtains, $34.0 ,2,0.05, $17.0 , $1.7 
HF-2015-9113,Home & Furniture,Towels, $228.0 ,5,0.05, $91.0 , $9.1 
HF-2015-9114,Home & Furniture,Sofas, $67.0 ,2,0.04, $33.5 , $3.4 
HF-2015-9115,Home & Furniture,Beds, $78.0 ,2,0.01, $39.0 , $3.9 
HF-2015-9116,Home & Furniture,Dinning Tables, $119.0 ,5,0.01, $33.1 , $3.3 
HF-2015-9117,Home & Furniture,Shoe Rack, $124.0 ,3,0.05, $25.4 , $2.5 
HF-2015-9118,Home & Furniture,Umbrellas, $70.0 ,4,0.02, $17.5 , $1.8 
HF-2015-9119,Home & Furniture,Dinner Crockery, $133.0 ,3,0.01, $49.0 , $4.9 
HF-2015-9120,Home & Furniture,Sofa Covers, $216.0 ,2,0.01, $131.7 , $13.2 
HF-2015-9121,Home & Furniture,Bed Sheets, $211.0 ,3,0.05, $99.4 , $9.9 
HF-2015-9122,Home & Furniture,Curtains, $34.0 ,3,0.03, $11.3 , $1.1 
HF-2015-9123,Home & Furniture,Towels, $228.0 ,5,0.03, $113.8 , $11.4 
HF-2015-9124,Home & Furniture,Sofas, $67.0 ,1,0.01, $67.0 , $6.7 
HF-2015-9125,Home & Furniture,Beds, $78.0 ,5,0.01, $15.6 , $1.6 
HF-2015-9126,Home & Furniture,Dinning Tables, $119.0 ,4,0.03, $24.7 , $2.5 
HF-2015-9127,Home & Furniture,Shoe Rack, $124.0 ,4,0.01, $39.0 , $3.9 
HF-2015-9128,Home & Furniture,Umbrellas, $70.0 ,2,0.03, $35.0 , $3.5 
HF-2015-9129,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 
HF-2015-9130,Home & Furniture,Sofa Covers, $216.0 ,4,0.05, $92.8 , $9.3 
HF-2015-9131,Home & Furniture,Bed Sheets, $211.0 ,2,0.03, $118.3 , $11.8 
HF-2015-9132,Home & Furniture,Curtains, $34.0 ,1,0.01, $34.0 , $3.4 
HF-2015-9133,Home & Furniture,Towels, $228.0 ,2,0.05, $125.2 , $12.5 
HF-2015-9134,Home & Furniture,Sofas, $67.0 ,3,0.01, $22.3 , $2.2 
HF-2015-9135,Home & Furniture,Beds, $78.0 ,5,0.04, $15.6 , $1.6 
HF-2015-9136,Home & Furniture,Dinning Tables, $119.0 ,5,0.03, $21.2 , $2.1 
